4 -1 -1 2 2
1 -1 -2 2 1
-1 0 2 2 0
-2 -3 -3 3 2
-4 2 0 1 -4
0 -2 1 3 0
2 -1 -3 1 5
5 -3 -1 1 8
4 -4 -1 1 8
-2 0 4 2 -1
0 4 -2 2 -4
-5 1 0 3 -1
4 0 2 2 2
2 1 1 2 1
0 -1 -1 2 0
-4 -1 4 1 -8
1 1 -2 3 0
3 0 2 1 3
5 1 3 2 4
3 -4 2 2 -2
-5 4 2 3 1
-5 2 1 2 -1
4 0 1 1 4
-1 3 2 3 1
5 3 3 3 4
-3 2 3 3 1
-1 5 3 3 4
-4 -3 -2 1 2
2 1 3 1 5
-3 -1 4 2 -3
5 -5 -3 1 20
1 -4 -2 1 9
-5 4 -2 3 -4
-1 1 4 1 3
-2 -1 -2 3 0
-1 4 2 3 2
4 -4 -1 2 4
4 -2 -3 1 10
5 4 0 2 2
4 3 0 2 2
3 5 4 3 7
2 5 0 3 0
5 4 3 3 5
-4 -3 0 3 -1
-5 -3 1 1 -8
3 -4 4 2 -6
-4 -4 -3 NA 4
-1 -3 2 1 -7
-5 -5 -1 1 0
5 1 -2 3 1
2 0 0 2 1
-1 4 4 2 7
2 4 4 3 6
-2 0 1 3 0
1 2 -2 2 -1
3 -5 0 2 1
1 3 1 1 4
1 -1 2 3 0
3 4 2 2 5
-2 -1 1 3 -1
1 2 -2 3 -1
1 3 2 2 3
4 5 0 1 4
-3 -1 3 2 -3
2 4 -3 2 -5
-4 0 3 3 -1
-1 3 0 3 0
4 -5 -1 3 3
2 5 -1 2 -1
5 -3 0 3 1
1 5 -1 3 -1
1 -2 2 3 -1
3 3 1 1 6
-5 0 0 2 -2
4 -1 0 2 2
-2 -4 1 3 -2
1 5 4 2 10
-2 3 0 1 -2
-2 -2 -3 1 4
-2 3 0 3 0
-3 -1 -2 3 0
4 1 -3 1 1
-2 3 2 2 2
-2 1 2 1 0
-4 0 -3 2 -2
4 -2 0 1 4
4 -1 2 3 0
2 5 1 3 2
-4 4 2 2 2
-1 -4 4 3 -5
-1 3 0 2 0
-3 -2 -1 2 0
5 -1 3 3 0
0 0 4 2 0
5 3 4 3 5
4 5 -3 2 -5
4 -3 3 1 -5
2 -1 0 2 1
-4 -4 -2 2 2
-2 -1 -1 2 0
5 -5 3 2 -5
0 1 1 2 0
-3 -4 -2 2 2
5 5 4 1 25
2 1 2 3 1
-1 -1 -3 3 0
2 -3 2 3 -1
2 -1 1 1 1
5 4 2 3 4
-5 1 4 2 0
3 -2 -1 1 5
0 4 -1 1 -4
-3 4 1 -50 1
4 -5 0 3 1
4 5 3 3 6
2 -2 -3 3 2
4 -1 1 1 3
0 -3 4 3 -4
1 4 -1 3 -1
-4 3 2 1 2
5 4 -3 3 -2
1 0 0 2 0
0 -4 0 3 0
-4 -5 4 3 -8
1 -4 3 2 -5
-4 -3 3 1 -13
NA 4 3 2 4
-1 5 1 1 4
3 4 2 1 11
3 -3 1 1 0
4 4 0 2 2
0 5 -2 3 -3
1 -3 -3 1 10
1 -3 1 1 -2
3 2 0 2 1
2 -3 3 3 -2
3 3 3 2 6
0 -3 -2 1 6
0 3 2 3 2
1 -2 NA 2 0
5 2 -2 NA 0
-3 4 -3 1 -15
-4 5 -3 3 -6
1 -1 3 3 0
3 0 1 2 1
5 -3 4 2 -3
1 -2 -1 1 3
1 -4 0 2 0
-2 3 -3 3 -3
-2 -4 -3 1 10
-3 -5 4 1 -23
NA 5 -1 2 -2
0 1 -1 1 -1
4 -3 0 2 2
2 -1 3 2 0
-1 -4 4 2 -8
5 -3 -1 2 4
5 -2 3 2 0
-1 2 -3 2 -3
1 5 1 3 2
5 3 0 1 5
-5 3 3 2 2
2 -3 3 3 -2
-3 5 4 1 17
-4 4 -2 3 -4
3 4 4 1 19
-2 0 -1 1 -2
1 1 -2 3 0
1 0 3 3 0
0 -1 2 2 -1
3 -2 0 3 1
-2 2 2 1 2
-4 -1 2 1 -6
-5 5 0 2 -2
0 0 0 3 0
-1 NA 0 2 0
5 5 2 2 7
4 -2 0 2 2
-2 -3 -3 2 3
5 3 2 1 11
-5 -4 1 2 -4
3 -2 -3 2 4
-1 2 4 1 7
3 -2 -3 3 3
-5 3 0 3 -1
3 1 3 2 3
4 2 2 2 4
-3 4 1 1 1
-1 -2 -3 3 1
-2 3 -1 2 -2
-5 5 0 1 -5
5 0 2 2 2
4 -5 2 2 -3
0 -3 4 2 -6
1 -3 0 2 0
3 5 -1 1 -2
2 -1 0 1 2
5 2 -2 2 0
-4 1 4 1 0
-5 -1 3 2 -4
1 -4 -1 2 2
4 1 1 2 2
-1 1 2 3 0
-1 -4 3 1 -13
4 5 2 2 7
-5 5 0 3 -1
-5 -3 0 2 -2
2 3 3 1 11
-4 0 2 3 -1
1 4 4 1 17
0 -4 3 1 -12
3 -3 3 3 -2
4 -5 3 2 -5
3 0 3 3 1
2 -3 1 3 0
4 0 1 2 2
5 5 -3 1 -10
3 -2 1 2 0
2 2 -1 3 0
-1 1 2 2 0
-5 0 -2 3 -1
-4 -1 2 1 -6
2 0 1 3 0
1 -5 3 2 -7
3 5 -1 2 -1
-5 3 4 3 2
3 -2 4 2 -2
2 1 -1 3 0
1 -3 -2 3 2
5 3 4 2 8
-1 -4 -2 2 3
3 -4 4 2 -6
-4 5 1 3 0
4 -5 4 3 -5
1 1 3 1 4
-2 2 -2 2 -3
1 1 4 3 1
0 -4 -2 1 8
4 2 1 2 3
-1 0 2 2 0
1 4 1 1 5
1 -2 -2 2 2
-1 -2 0 3 0
-2 -1 3 1 -5
-4 5 -2 3 -4
-4 2 2 3 0
-3 -5 -1 3 0
1 5 3 1 16
0 2 0 3 0
3 -3 2 2 -1
1 3 0 3 0
-3 -5 -2 3 2
-2 5 2 1 8
1 -3 0 1 1
-2 1 -1 1 -3
2 5 3 1 17
1 -4 -3 3 4
1 3 0 2 0
4 -1 0 3 1
4 -2 -1 3 2
4 -5 2 2 -3
2 2 0 1 2
3 1 1 3 1
-2 2 NA 2 3
-2 2 2 1 2
2 5 4 1 22
0 0 4 1 0
4 3 -3 1 -5
0 5 1 3 1
-3 2 -1 2 -2
-2 -4 4 1 -18
2 2 3 3 2
3 -1 3 1 0
0 1 -3 1 -3
-3 -3 3 2 -6
-4 -1 -1 1 -3
-3 -4 -2 3 1
-3 2 1 3 0
-5 -4 -1 2 0
-4 -3 NA 2 2
-2 -2 -2 3 0
0 -1 1 2 0
-3 1 3 1 0
0 0 4 3 0
5 -3 0 1 5
-1 5 NA 1 9
-1 -3 1 2 -2
0 5 -2 1 -10
2 1 1 3 1
-2 0 0 2 -1
-2 -1 4 1 -6
3 -4 NA 3 -4
-2 0 1 3 0
-2 5 1 3 1
3 -3 2 2 -1
1 0 -1 2 0
3 -5 2 2 -3
0 -2 2 2 -2
-5 2 2 3 0
-4 0 -3 2 -2
2 -3 -2 1 8
0 -3 2 2 -3
-5 -4 -1 1 -1
-4 3 -2 1 -10
4 5 1 3 3
-3 -4 -1 3 0
0 -2 1 1 -2
-2 5 3 1 13
-5 1 3 1 -2
-1 -4 -3 1 11
4 2 -2 2 0
-3 -2 -3 2 1
-4 5 1 2 0
-4 5 0 1 -4
2 -5 -1 3 2
5 2 -3 2 0
2 -3 1 3 0
5 -4 2 2 -1
1 1 3 3 1
-5 -2 3 2 -5
-2 -2 1 2 -2
4 -2 -2 2 4
3 2 1 1 5
-4 -1 -3 2 0
4 4 -3 3 -2
-1 0 3 1 -1
-4 0 3 1 -4
-2 1 -3 2 -2
-5 1 0 3 -1
3 1 2 3 1
-5 2 2 3 0
0 4 -3 2 -6
3 5 1 2 4
0 -5 3 1 -15
-4 -1 1 1 -5
5 3 2 1 11
-1 2 0 3 0
-4 -4 4 3 -6
-1 -5 -2 1 9
0 5 -1 2 -2
-3 2 -3 3 -3
-2 -5 2 1 -12
1 -4 -1 1 5
-2 3 0 1 -2
5 -2 3 3 0
2 -2 -2 3 2
-5 3 -3 1 -14
5 3 -2 3 0
1 2 4 1 9
-5 1 -2 1 -7
1 4 -3 2 -5
-1 3 3 2 4
1 -1 -1 1 2
3 -1 4 2 0
-5 -3 -3 3 1
4 3 0 3 1
-2 -4 -1 1 2
2 5 3 2 8
1 4 -1 3 -1
-5 0 0 3 -1
1 1 3 1 4
2 -2 4 2 -3
-5 -2 3 2 -5
5 4 1 1 9
-5 -3 1 2 -4
1 -2 0 2 0
-2 -4 1 3 -2
5 4 -1 1 1
-2 -3 3 2 -5
5 5 -3 2 -5
-1 -5 4 2 -10
4 -4 -2 1 12
NA 5 4 2 8
-3 -3 2 2 -4
2 3 2 3 2
-1 3 3 2 4
-2 -2 -3 1 4
-5 -1 0 3 -1
-1 -3 -3 2 4
-5 -2 4 NA -6
-1 4 -3 1 -13
1 -1 -1 1 2
3 -4 -3 2 7
-1 4 4 3 5
3 2 -3 1 -3
-4 -4 -2 1 4
1 -1 0 1 1
4 -3 -3 3 4
-4 -3 -3 1 5
-5 -2 0 1 -5
2 0 1 3 0
1 3 2 2 3
-4 1 -2 3 -2
5 4 -3 2 -3
2 1 3 1 5
5 -1 3 2 1
-3 -4 2 2 -5
1 -1 -2 1 3
-1 -5 1 1 -6
0 5 -3 1 -15
5 3 4 2 8
0 0 3 3 0
-2 -4 0 1 -2
3 -2 3 3 -1
-3 -1 -1 2 -1
1 4 4 2 8
-2 5 -1 1 -7
-2 5 1 2 1
0 3 2 2 3
2 0 1 3 0
3 -5 1 NA -2
-1 1 -2 2 -1
0 2 -1 2 -1
1 2 4 1 9
4 5 1 3 3
-4 -3 -1 1 -1
0 1 2 2 1
-2 2 -3 3 -2
-4 5 3 3 3
-1 -3 2 2 -3
1 1 -2 2 0
-4 0 -2 3 -1
-2 2 3 3 1
2 2 4 2 5
-3 -1 2 3 -1
0 -3 -3 2 4
-1 -2 NA 1 -7
3 -3 0 2 1
-4 -3 4 2 -8
-1 -4 -1 2 1
NA 5 1 3 3
-3 2 NA 3 0
0 -3 0 2 0
-3 -1 1 2 -2
0 -1 NA 2 1
-2 1 -3 2 -2
-5 4 -2 1 -13
1 -3 3 2 -4
-2 -1 -1 1 -1
-1 4 2 3 2
4 2 4 2 6
-1 -1 -2 1 1
2 2 -3 3 -1
1 0 3 2 0
-4 0 4 3 -1
-1 -3 0 NA 0
-1 -4 -3 3 3
5 0 0 1 5
-1 -1 0 3 0
2 -5 -2 2 6
4 -5 1 3 0
-3 0 3 2 -1
4 0 -2 2 2
3 2 1 2 2
0 -4 0 1 0
-4 -1 -2 2 -1
4 0 0 1 4
1 3 4 2 6
-4 -1 0 2 -2
4 4 0 1 4
-3 -3 -2 2 1
1 -2 2 1 -3
0 -3 3 2 -4
-5 4 3 1 7
5 -2 0 3 1
-2 4 4 1 14
1 3 -1 2 -1
-1 4 -2 3 -3
5 -5 0 3 1
-3 4 3 3 3
-5 3 2 3 0
-3 -3 1 1 -6
-1 -2 3 3 -2
4 2 3 2 5
-5 -5 1 2 -5
5 5 -2 2 -2
5 4 -3 1 -7
-1 4 2 3 2
-3 -5 -3 1 12
5 -3 -3 1 14
2 -5 -3 1 17
2 -4 2 1 -6
-3 -3 2 1 -9
3 -3 4 3 -3
2 -3 -2 3 2
0 3 1 3 1
-1 1 0 1 -1
-5 1 -1 1 -6
2 -5 1 1 -3
-2 -4 -3 1 10
3 5 1 3 2
3 5 0 3 1
-4 1 3 2 0
0 -1 2 1 -2
2 1 1 2 1
3 0 3 2 1
-3 -4 -1 2 0
3 -4 1 2 0
4 -5 -2 3 4
3 1 1 3 1
4 3 0 1 4
-1 -4 3 3 -4
-2 0 0 3 0
-4 -4 -1 3 0
5 -2 1 2 1
-1 2 -2 1 -5
-1 -2 1 3 -1
5 3 4 2 8
4 2 -2 2 0
-3 -2 -2 3 0
1 -3 0 3 0
2 4 -1 1 -2
5 -3 -3 1 14
-2 -3 4 2 -7
-5 -1 3 3 -2
5 4 1 1 9
1 2 0 1 1
-4 -1 1 3 -1
1 5 0 2 0
4 5 -1 1 -1
-1 -1 3 1 -4
0 4 2 2 4
1 -3 4 3 -3
5 -3 -3 1 14
2 -3 NA 2 0
0 -5 -1 2 2
-2 3 -3 2 -5
-4 2 NA 1 2
5 1 1 1 6
-5 -3 0 3 -1
-4 -4 -2 3 1
5 2 1 2 3
5 5 -3 2 -5
-3 -4 NA 2 -5
-2 3 NA 2 2
-4 5 4 3 5
1 -3 3 1 -8
3 -3 -1 1 6
-1 4 3 2 5
5 -2 2 3 0
4 5 0 3 1
-3 -5 4 3 -7
-2 -3 4 2 -7
NA -3 3 3 -4
-2 0 2 3 0
-5 0 -1 3 -1
-4 1 0 3 -1
5 1 -2 3 1
-1 -1 1 2 -1
1 1 0 1 1
1 -1 -2 3 1
2 2 -1 2 0
-3 -3 4 2 -7
0 -4 4 1 -16
-1 2 4 1 7
3 -2 4 1 -5
-2 4 2 2 3
-1 -3 -1 2 1
1 1 -3 3 0
-3 -1 4 2 -3
3 -1 1 3 0
0 -3 -1 3 1
5 -3 2 3 0
-1 -5 -3 2 7
4 -1 3 2 0
-2 0 4 2 -1
-3 -2 1 1 -5
1 -5 -1 3 2
-5 -3 -3 2 2
-4 4 2 2 2
-4 -2 -3 1 2
4 5 -3 2 -5
4 5 3 1 19
-4 2 -3 1 -10
-5 -1 1 -50 -3
1 4 4 1 17
3 3 1 3 2
4 0 -3 1 4
0 0 -3 2 0
4 3 -1 1 1
0 -1 3 3 -1
-1 0 1 3 0
0 1 2 2 1
0 1 -3 2 -1
-2 -5 2 1 -12
0 4 -3 2 -6
2 -2 2 3 0
3 -2 -2 3 2
3 3 1 3 2
3 -2 -3 3 3
-5 1 -3 3 -2
0 2 1 1 2
3 -2 -2 2 3
5 -4 0 1 5
-4 2 3 2 1
1 NA -2 NA -2
1 0 1 3 0
-3 0 3 3 -1
-5 2 -3 3 -3
3 2 0 1 3
4 4 3 2 8
-1 -2 3 3 -2
-4 2 -1 2 -3
5 4 -2 3 -1
-5 1 3 1 -2
4 1 3 1 7
4 5 -1 2 0
0 3 2 1 6
1 -1 1 1 0
-1 4 3 1 11
-2 -5 0 1 -2
-4 2 3 3 0
-5 1 -1 2 -3
2 -5 -2 1 12
-4 -3 4 3 -5
-3 5 -2 NA -13
5 3 -3 NA -4
5 -4 -3 1 17
-3 0 3 1 -3
3 1 3 NA 6
-3 -1 -3 3 0
3 -2 -3 1 9
-1 -4 -2 2 3
3 -5 -3 3 6
3 -1 -1 3 1
3 4 3 1 15
1 -3 -3 2 5
-2 1 3 3 0
5 4 0 3 1
0 -5 3 2 -7
0 0 -3 1 0
1 2 1 1 3
-3 3 -1 2 -3
-4 -3 2 1 -10
-5 5 2 2 2
-1 3 -2 2 -3
2 0 1 3 0
5 1 -2 3 1
5 4 3 1 17
5 -2 0 3 1
-1 -5 3 1 -16
-3 -1 0 2 -1
1 -2 0 3 0
-4 0 -1 2 -2
-2 -2 -2 2 1
2 4 -1 2 -1
2 -2 -3 3 2
0 -5 1 3 -1
3 3 3 2 6
-5 -4 2 1 -13
3 2 1 1 5
1 4 1 3 1
2 0 -2 1 2
-4 2 4 3 1
-5 -2 4 3 -4
-5 5 0 2 -2
-4 1 4 2 0
-4 0 0 2 -2
-3 -1 -2 1 -1
-2 -5 2 2 -6
-1 -2 2 2 -2
2 3 1 1 5
3 -3 1 2 0
5 -1 0 3 1
0 5 2 1 10
5 0 1 2 2
3 -2 0 3 1
5 3 -1 2 1
1 1 3 2 2
1 -3 1 1 -2
-1 3 -2 1 -7
1 4 3 2 6
2 0 1 3 0
0 4 0 1 0
4 -1 2 2 1
3 -1 2 1 1
-2 -1 1 2 -1
4 -1 2 2 1
2 4 -3 2 -5
-1 2 -1 1 -3
-5 5 -3 1 -20
1 1 -1 3 0
0 -1 1 3 0
3 -2 -1 2 2
5 -1 -3 3 2
1 1 1 1 2
3 0 0 3 1
-3 -3 4 2 -7
-1 2 -3 3 -2
-2 5 2 2 4
1 2 -2 3 -1
5 -3 -1 2 4
-3 -3 0 3 -1
-4 4 2 1 4
2 -2 0 3 0
0 1 -2 3 0
-2 -4 0 3 0
-2 3 3 2 3
-1 -3 1 1 -4
0 3 -1 3 -1
3 -1 3 1 0
-5 -5 4 3 -8
-3 -3 4 2 -7
-2 -1 3 2 -2
-2 1 2 3 0
2 2 3 1 8
-3 1 3 3 0
3 -3 -1 1 6
2 1 4 1 6
0 2 2 1 4
5 3 -1 2 1
4 -4 1 1 0
-4 -5 -1 2 0
-5 NA 3 2 -5
4 -3 1 2 0
1 -2 -1 1 3
4 0 -2 3 1
2 -4 -3 2 7
-5 -4 -3 1 7
-1 -3 -2 1 5
-5 2 -1 2 -3
1 4 -3 3 -3
-5 5 -1 2 -5
5 3 -2 3 0
1 5 1 2 3
-4 1 4 3 0
-5 1 -1 1 -6
-3 3 -3 3 -4
5 2 NA 3 3
-1 -2 2 1 -5
-2 -1 -2 3 0
4 3 0 1 4
1 -3 -2 2 3
0 0 0 2 0
0 2 -2 1 -4
-5 5 NA 3 -6
5 -4 -3 3 5
-1 -5 2 2 -5
-3 4 1 1 1
1 3 3 2 5
-3 5 -2 3 -4
0 -5 4 3 -6
-2 5 2 2 4
2 -5 -3 3 5
0 -2 0 3 0
-3 -4 2 3 -3
-1 1 NA 1 -3
-3 2 4 1 5
2 5 -2 3 -2
1 4 0 2 0
0 3 -2 3 -2
-5 3 4 2 3
-3 3 -1 2 -3
-5 2 -3 2 -5
NA 1 3 3 0
4 3 -3 3 -1
-2 -4 4 2 -9
-1 1 -3 2 -2
-4 2 -3 1 -10
-4 -4 3 2 -8
-4 -3 -3 2 2
-1 0 4 2 0
3 5 -2 2 -3
4 NA 1 2 3
2 2 2 1 6
-5 -1 0 1 -5
3 3 -3 3 -2
-4 4 0 1 -4
0 -4 2 1 -8
-3 2 4 3 1
-3 1 2 3 0
4 1 -2 2 1
-3 2 -2 3 -2
NA 3 0 2 -1
3 -4 -2 3 3
-5 4 3 1 7
-4 -1 2 1 -6
1 -2 -3 2 3
-2 2 -1 NA -2
3 5 1 2 4
1 -2 2 3 -1
-2 5 -3 1 -17
3 -3 3 3 -2
3 4 4 3 6
1 5 1 2 3
-2 4 3 2 5
-3 4 1 2 0
3 0 2 2 1
1 5 2 2 5
1 1 4 1 5
3 -4 -2 2 5
5 -4 4 2 -5
-1 -1 -3 3 0
-1 3 2 3 1
-5 -3 -2 2 0
1 2 -1 2 0
-4 -4 -3 1 8
1 -1 0 3 0
4 -2 -2 1 8
-1 3 -2 2 -3
5 2 1 3 2
-5 -1 4 3 -3
-4 0 1 3 -1
3 0 1 3 1
3 -1 2 3 0
4 4 3 2 8
1 0 -1 2 0
5 5 -3 3 -3
-2 -3 2 3 -2
2 -1 -1 2 1
0 1 1 1 1
0 -3 3 3 -3
-2 5 1 3 1
1 1 -1 3 0
4 -4 -1 3 2
-1 -5 3 1 -16
5 -1 3 3 0
-4 2 -3 3 -3
-4 4 -1 3 -2
1 5 0 2 0
-4 1 4 3 0
1 -4 -3 2 6
4 5 -1 3 0
-4 -1 2 1 -6
-3 -2 -2 1 1
-2 -2 0 3 0
-1 -1 0 3 0
1 3 1 3 1
0 0 -1 1 0
-1 2 1 2 0
-2 -1 3 NA -1
5 2 -3 2 0
2 3 3 1 11
3 5 -1 3 0
-2 4 4 1 14
-4 5 -2 1 -14
0 0 -2 3 0
-5 -5 1 3 -3
2 1 4 2 3
NA 5 4 1 24
0 3 1 1 3
-1 1 3 3 0
-2 -5 2 1 -12
-3 -5 -3 3 4
-2 1 -1 3 -1
4 2 0 3 1
4 -5 -1 2 4
0 -3 1 2 -1
5 1 0 3 1
2 -3 -1 3 1
2 3 -1 2 0
5 -4 -1 1 9
2 0 -2 2 1
-4 -5 -2 2 3
1 -1 -1 3 0
5 1 4 3 3
1 2 -1 1 -1
-5 1 -3 2 -4
-5 5 -1 2 -5
-1 -2 2 3 -1
5 0 2 3 1
-3 3 4 1 9
0 -5 2 NA -5
-1 -4 -1 3 1
-1 -5 -3 1 14
3 -5 -2 1 13
4 -3 -3 2 6
0 3 0 1 0
2 1 3 1 5
NA 2 2 2 2
-5 -4 3 3 -5
4 -1 -3 3 2
1 -1 -1 3 0
-3 0 1 2 -1
5 4 -1 1 1
-5 4 0 1 -5
5 -2 -1 2 3
5 0 -3 2 2
-3 5 3 -50 6
4 -1 -3 2 3
-4 -4 -1 1 0
5 -2 -1 3 2
-3 0 0 1 -3
2 -3 -3 1 11
-4 5 -2 3 -4
2 -4 2 1 -6
-1 -2 -3 1 5
-2 -3 3 2 -5
-2 -5 4 3 -7
-2 4 4 2 7
5 -3 -3 3 4
-2 1 2 3 0
-3 -2 1 1 -5
-3 0 -1 2 -1
-1 -2 4 2 -4
-2 -5 -2 1 8
1 0 1 1 1
-1 -1 2 3 -1
2 -4 -1 1 6
3 4 2 1 11
-4 -4 4 3 -6
2 3 3 1 11
-1 -2 -2 1 3
-3 -2 -3 1 3
-4 1 -3 3 -2
NA 3 0 2 -2
-2 4 2 1 6
4 4 0 1 4
4 1 2 2 3
0 -1 0 3 0
5 -4 -3 3 5
-4 0 -3 1 -4
-2 0 1 1 -2
-5 2 -1 1 -7
-2 -5 1 3 -2
0 -2 -1 2 1
-2 1 0 1 -2
0 2 2 3 1
2 2 1 1 4
0 -1 -2 1 2
0 -1 3 1 -3
2 4 4 1 18
5 1 -1 3 1
-3 3 1 3 0
-3 -4 2 2 -5
-3 0 4 2 -1
5 4 4 NA 7
-4 0 2 2 -2
-2 2 0 1 -2
4 1 0 2 2
1 -2 4 1 -7
-4 5 -3 3 -6
-5 2 3 3 0
-3 -3 2 2 -4
-4 -4 1 1 -8
-2 5 2 2 4
4 0 4 1 4
-2 3 3 2 3
3 5 4 2 11
4 3 0 2 2
-4 -4 4 2 -10
-2 4 -2 2 -5
0 4 3 2 6
-5 1 -1 1 -6
-4 -1 0 3 -1
1 1 3 1 4
2 3 3 3 3
2 5 1 3 2
-3 3 1 3 0
3 5 -1 3 0
3 5 4 3 7
